Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
EL 302 (L),2019-08-05,8:30:00,2019-08-05,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-08-05,11:30:00,2019-08-05,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-08-05,12:30:00,2019-08-05,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-08-05,14:30:00,2019-08-05,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-08-06,9:30:00,2019-08-06,10:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 261 (P),2019-08-06,10:30:00,2019-08-06,11:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-08-06,11:30:00,2019-08-06,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 301 (P),2019-08-06,14:30:00,2019-08-06,15:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-08-06,15:30:00,2019-08-06,16:30:00,FALSE,Software Engineering,FRL,FALSE
EL 302 (L),2019-08-07,9:30:00,2019-08-07,10:30:00,FALSE,Digital Image Processing,LT 221,FALSE
CS 301 (L),2019-08-07,11:30:00,2019-08-07,12:30:00,FALSE,Software Engineering,LT 212,FALSE
CS 261 (L),2019-08-07,12:30:00,2019-08-07,13:30:00,FALSE,Computer Networks,LT 202,FALSE
CS 332 (L),2019-08-08,9:30:00,2019-08-08,10:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-08-08,10:30:00,2019-08-08,11:30:00,FALSE,Computer Networks,LT 201,FALSE
EL 302 (L),2019-08-08,15:30:00,2019-08-08,16:30:00,FALSE,Digital Image Processing,LT 201,FALSE
EL 302 (P),2019-08-09,8:30:00,2019-08-09,9:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-08-09,9:30:00,2019-08-09,10:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 332 (L),2019-08-09,11:30:00,2019-08-09,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-08-09,12:30:00,2019-08-09,13:30:00,FALSE,Computer Networks,LT 212,FALSE
CS 301 (L),2019-08-09,16:30:00,2019-08-09,17:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 4221 (P),2019-08-10,9:30:00,2019-08-10,10:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-10,10:30:00,2019-08-10,11:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-10,11:30:00,2019-08-10,12:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (L),2019-08-10,12:30:00,2019-08-10,13:30:00,FALSE,Cloud Services and Technology,LT 212,FALSE
CS 4221 (P),2019-08-10,14:30:00,2019-08-10,15:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-10,15:30:00,2019-08-10,16:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-10,16:30:00,2019-08-10,17:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
EL 302 (L),2019-08-12,8:30:00,2019-08-12,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-08-12,11:30:00,2019-08-12,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-08-12,12:30:00,2019-08-12,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-08-12,14:30:00,2019-08-12,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-08-13,9:30:00,2019-08-13,10:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 261 (P),2019-08-13,10:30:00,2019-08-13,11:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-08-13,11:30:00,2019-08-13,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 301 (P),2019-08-13,14:30:00,2019-08-13,15:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-08-13,15:30:00,2019-08-13,16:30:00,FALSE,Software Engineering,FRL,FALSE
EL 302 (L),2019-08-14,9:30:00,2019-08-14,10:30:00,FALSE,Digital Image Processing,LT 221,FALSE
CS 301 (L),2019-08-14,11:30:00,2019-08-14,12:30:00,FALSE,Software Engineering,LT 212,FALSE
CS 261 (L),2019-08-14,12:30:00,2019-08-14,13:30:00,FALSE,Computer Networks,LT 202,FALSE
CS 332 (L),2019-08-15,9:30:00,2019-08-15,10:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-08-15,10:30:00,2019-08-15,11:30:00,FALSE,Computer Networks,LT 201,FALSE
EL 302 (L),2019-08-15,15:30:00,2019-08-15,16:30:00,FALSE,Digital Image Processing,LT 201,FALSE
EL 302 (P),2019-08-16,8:30:00,2019-08-16,9:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-08-16,9:30:00,2019-08-16,10:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 332 (L),2019-08-16,11:30:00,2019-08-16,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-08-16,12:30:00,2019-08-16,13:30:00,FALSE,Computer Networks,LT 212,FALSE
CS 301 (L),2019-08-16,16:30:00,2019-08-16,17:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 4221 (P),2019-08-17,9:30:00,2019-08-17,10:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-17,10:30:00,2019-08-17,11:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-17,11:30:00,2019-08-17,12:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (L),2019-08-17,12:30:00,2019-08-17,13:30:00,FALSE,Cloud Services and Technology,LT 212,FALSE
CS 4221 (P),2019-08-17,14:30:00,2019-08-17,15:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-17,15:30:00,2019-08-17,16:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-17,16:30:00,2019-08-17,17:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
EL 302 (L),2019-08-19,8:30:00,2019-08-19,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-08-19,11:30:00,2019-08-19,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-08-19,12:30:00,2019-08-19,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-08-19,14:30:00,2019-08-19,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-08-20,9:30:00,2019-08-20,10:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 261 (P),2019-08-20,10:30:00,2019-08-20,11:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-08-20,11:30:00,2019-08-20,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 301 (P),2019-08-20,14:30:00,2019-08-20,15:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-08-20,15:30:00,2019-08-20,16:30:00,FALSE,Software Engineering,FRL,FALSE
EL 302 (L),2019-08-21,9:30:00,2019-08-21,10:30:00,FALSE,Digital Image Processing,LT 221,FALSE
CS 301 (L),2019-08-21,11:30:00,2019-08-21,12:30:00,FALSE,Software Engineering,LT 212,FALSE
CS 261 (L),2019-08-21,12:30:00,2019-08-21,13:30:00,FALSE,Computer Networks,LT 202,FALSE
CS 332 (L),2019-08-22,9:30:00,2019-08-22,10:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-08-22,10:30:00,2019-08-22,11:30:00,FALSE,Computer Networks,LT 201,FALSE
EL 302 (L),2019-08-22,15:30:00,2019-08-22,16:30:00,FALSE,Digital Image Processing,LT 201,FALSE
EL 302 (P),2019-08-23,8:30:00,2019-08-23,9:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-08-23,9:30:00,2019-08-23,10:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 332 (L),2019-08-23,11:30:00,2019-08-23,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-08-23,12:30:00,2019-08-23,13:30:00,FALSE,Computer Networks,LT 212,FALSE
CS 301 (L),2019-08-23,16:30:00,2019-08-23,17:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 4221 (P),2019-08-24,9:30:00,2019-08-24,10:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-24,10:30:00,2019-08-24,11:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-24,11:30:00,2019-08-24,12:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (L),2019-08-24,12:30:00,2019-08-24,13:30:00,FALSE,Cloud Services and Technology,LT 212,FALSE
CS 4221 (P),2019-08-24,14:30:00,2019-08-24,15:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-24,15:30:00,2019-08-24,16:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-24,16:30:00,2019-08-24,17:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
EL 302 (L),2019-08-26,8:30:00,2019-08-26,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-08-26,11:30:00,2019-08-26,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-08-26,12:30:00,2019-08-26,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-08-26,14:30:00,2019-08-26,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-08-27,9:30:00,2019-08-27,10:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 261 (P),2019-08-27,10:30:00,2019-08-27,11:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-08-27,11:30:00,2019-08-27,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 301 (P),2019-08-27,14:30:00,2019-08-27,15:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-08-27,15:30:00,2019-08-27,16:30:00,FALSE,Software Engineering,FRL,FALSE
EL 302 (L),2019-08-28,9:30:00,2019-08-28,10:30:00,FALSE,Digital Image Processing,LT 221,FALSE
CS 301 (L),2019-08-28,11:30:00,2019-08-28,12:30:00,FALSE,Software Engineering,LT 212,FALSE
CS 261 (L),2019-08-28,12:30:00,2019-08-28,13:30:00,FALSE,Computer Networks,LT 202,FALSE
CS 332 (L),2019-08-29,9:30:00,2019-08-29,10:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-08-29,10:30:00,2019-08-29,11:30:00,FALSE,Computer Networks,LT 201,FALSE
EL 302 (L),2019-08-29,15:30:00,2019-08-29,16:30:00,FALSE,Digital Image Processing,LT 201,FALSE
EL 302 (P),2019-08-30,8:30:00,2019-08-30,9:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-08-30,9:30:00,2019-08-30,10:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 332 (L),2019-08-30,11:30:00,2019-08-30,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-08-30,12:30:00,2019-08-30,13:30:00,FALSE,Computer Networks,LT 212,FALSE
CS 301 (L),2019-08-30,16:30:00,2019-08-30,17:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 4221 (P),2019-08-31,9:30:00,2019-08-31,10:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-31,10:30:00,2019-08-31,11:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-31,11:30:00,2019-08-31,12:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (L),2019-08-31,12:30:00,2019-08-31,13:30:00,FALSE,Cloud Services and Technology,LT 212,FALSE
CS 4221 (P),2019-08-31,14:30:00,2019-08-31,15:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-31,15:30:00,2019-08-31,16:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-08-31,16:30:00,2019-08-31,17:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
EL 302 (L),2019-09-02,8:30:00,2019-09-02,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-09-02,11:30:00,2019-09-02,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-09-02,12:30:00,2019-09-02,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-09-02,14:30:00,2019-09-02,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-09-03,9:30:00,2019-09-03,10:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 261 (P),2019-09-03,10:30:00,2019-09-03,11:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-09-03,11:30:00,2019-09-03,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 301 (P),2019-09-03,14:30:00,2019-09-03,15:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-09-03,15:30:00,2019-09-03,16:30:00,FALSE,Software Engineering,FRL,FALSE
EL 302 (L),2019-09-04,9:30:00,2019-09-04,10:30:00,FALSE,Digital Image Processing,LT 221,FALSE
CS 301 (L),2019-09-04,11:30:00,2019-09-04,12:30:00,FALSE,Software Engineering,LT 212,FALSE
CS 261 (L),2019-09-04,12:30:00,2019-09-04,13:30:00,FALSE,Computer Networks,LT 202,FALSE
CS 332 (L),2019-09-05,9:30:00,2019-09-05,10:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-09-05,10:30:00,2019-09-05,11:30:00,FALSE,Computer Networks,LT 201,FALSE
EL 302 (L),2019-09-05,15:30:00,2019-09-05,16:30:00,FALSE,Digital Image Processing,LT 201,FALSE
EL 302 (P),2019-09-06,8:30:00,2019-09-06,9:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-09-06,9:30:00,2019-09-06,10:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 332 (L),2019-09-06,11:30:00,2019-09-06,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-09-06,12:30:00,2019-09-06,13:30:00,FALSE,Computer Networks,LT 212,FALSE
CS 301 (L),2019-09-06,16:30:00,2019-09-06,17:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 4221 (P),2019-09-07,9:30:00,2019-09-07,10:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-07,10:30:00,2019-09-07,11:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-07,11:30:00,2019-09-07,12:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (L),2019-09-07,12:30:00,2019-09-07,13:30:00,FALSE,Cloud Services and Technology,LT 212,FALSE
CS 4221 (P),2019-09-07,14:30:00,2019-09-07,15:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-07,15:30:00,2019-09-07,16:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-07,16:30:00,2019-09-07,17:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
EL 302 (L),2019-09-09,8:30:00,2019-09-09,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-09-09,11:30:00,2019-09-09,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-09-09,12:30:00,2019-09-09,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-09-09,14:30:00,2019-09-09,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-09-10,9:30:00,2019-09-10,10:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 261 (P),2019-09-10,10:30:00,2019-09-10,11:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-09-10,11:30:00,2019-09-10,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 301 (P),2019-09-10,14:30:00,2019-09-10,15:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-09-10,15:30:00,2019-09-10,16:30:00,FALSE,Software Engineering,FRL,FALSE
EL 302 (L),2019-09-11,9:30:00,2019-09-11,10:30:00,FALSE,Digital Image Processing,LT 221,FALSE
CS 301 (L),2019-09-11,11:30:00,2019-09-11,12:30:00,FALSE,Software Engineering,LT 212,FALSE
CS 261 (L),2019-09-11,12:30:00,2019-09-11,13:30:00,FALSE,Computer Networks,LT 202,FALSE
CS 332 (L),2019-09-12,9:30:00,2019-09-12,10:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-09-12,10:30:00,2019-09-12,11:30:00,FALSE,Computer Networks,LT 201,FALSE
EL 302 (L),2019-09-12,15:30:00,2019-09-12,16:30:00,FALSE,Digital Image Processing,LT 201,FALSE
EL 302 (P),2019-09-13,8:30:00,2019-09-13,9:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-09-13,9:30:00,2019-09-13,10:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 332 (L),2019-09-13,11:30:00,2019-09-13,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-09-13,12:30:00,2019-09-13,13:30:00,FALSE,Computer Networks,LT 212,FALSE
CS 301 (L),2019-09-13,16:30:00,2019-09-13,17:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 4221 (P),2019-09-14,9:30:00,2019-09-14,10:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-14,10:30:00,2019-09-14,11:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-14,11:30:00,2019-09-14,12:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (L),2019-09-14,12:30:00,2019-09-14,13:30:00,FALSE,Cloud Services and Technology,LT 212,FALSE
CS 4221 (P),2019-09-14,14:30:00,2019-09-14,15:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-14,15:30:00,2019-09-14,16:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-14,16:30:00,2019-09-14,17:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
EL 302 (L),2019-09-16,8:30:00,2019-09-16,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-09-16,11:30:00,2019-09-16,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-09-16,12:30:00,2019-09-16,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-09-16,14:30:00,2019-09-16,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-09-17,9:30:00,2019-09-17,10:30:00,FALSE,Compiler Design,LT 212,FALSE
CS 261 (P),2019-09-17,10:30:00,2019-09-17,11:30:00,FALSE,Computer Networks,FRL,FALSE
CS 261 (P),2019-09-17,11:30:00,2019-09-17,12:30:00,FALSE,Computer Networks,FRL,FALSE
CS 301 (P),2019-09-17,14:30:00,2019-09-17,15:30:00,FALSE,Software Engineering,FRL,FALSE
CS 301 (P),2019-09-17,15:30:00,2019-09-17,16:30:00,FALSE,Software Engineering,FRL,FALSE
EL 302 (L),2019-09-18,9:30:00,2019-09-18,10:30:00,FALSE,Digital Image Processing,LT 221,FALSE
CS 301 (L),2019-09-18,11:30:00,2019-09-18,12:30:00,FALSE,Software Engineering,LT 212,FALSE
CS 261 (L),2019-09-18,12:30:00,2019-09-18,13:30:00,FALSE,Computer Networks,LT 202,FALSE
CS 332 (L),2019-09-19,9:30:00,2019-09-19,10:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-09-19,10:30:00,2019-09-19,11:30:00,FALSE,Computer Networks,LT 201,FALSE
EL 302 (L),2019-09-19,15:30:00,2019-09-19,16:30:00,FALSE,Digital Image Processing,LT 201,FALSE
EL 302 (P),2019-09-20,8:30:00,2019-09-20,9:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
EL 302 (P),2019-09-20,9:30:00,2019-09-20,10:30:00,FALSE,Digital Image Processing,CSE LAB-I,FALSE
CS 332 (L),2019-09-20,11:30:00,2019-09-20,12:30:00,FALSE,Compiler Design,LT 201,FALSE
CS 261 (L),2019-09-20,12:30:00,2019-09-20,13:30:00,FALSE,Computer Networks,LT 212,FALSE
CS 301 (L),2019-09-20,16:30:00,2019-09-20,17:30:00,FALSE,Software Engineering,LT 202,FALSE
CS 4221 (P),2019-09-21,9:30:00,2019-09-21,10:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-21,10:30:00,2019-09-21,11:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-21,11:30:00,2019-09-21,12:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (L),2019-09-21,12:30:00,2019-09-21,13:30:00,FALSE,Cloud Services and Technology,LT 212,FALSE
CS 4221 (P),2019-09-21,14:30:00,2019-09-21,15:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-21,15:30:00,2019-09-21,16:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
CS 4221 (P),2019-09-21,16:30:00,2019-09-21,17:30:00,FALSE,Cloud Services and Technology,CSE LAB-I,FALSE
EL 302 (L),2019-09-23,8:30:00,2019-09-23,9:30:00,FALSE,Digital Image Processing,LT 202,FALSE
CS 332 (P),2019-09-23,11:30:00,2019-09-23,12:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 332 (P),2019-09-23,12:30:00,2019-09-23,13:30:00,FALSE,Compiler Design,CSE LAB-I,FALSE
CS 301 (L),2019-09-23,14:30:00,2019-09-23,15:30:00,FALSE,Software Engineering,LT 211,FALSE
CS 332 (L),2019-09-24,9:30:00,2019-09-24,10:30:00,FALSE,Compiler Design,LT 212,FALSE
